"age_group","is_female","category","N","count","percent"
"[70,75)",0,"Anaemia and haematinic deficiency",36481,2669,0.0731613716729256
"[70,75)",1,"Anaemia and haematinic deficiency",37416,2700,0.0721616420782553
"[75,80)",0,"Anaemia and haematinic deficiency",29487,3065,0.103944110964154
"[75,80)",1,"Anaemia and haematinic deficiency",31986,3175,0.0992621772025261
"[80,120]",0,"Anaemia and haematinic deficiency",43286,6829,0.157764635216929
"[80,120]",1,"Anaemia and haematinic deficiency",64444,8873,0.137685432313326
"[40,45)",0,"Arthritis",56013,1567,0.0279756485101673
"[40,45)",1,"Arthritis",51133,1103,0.0215711966831596
"[45,50)",0,"Arthritis",55695,2383,0.0427866056198941
"[45,50)",1,"Arthritis",51791,1865,0.0360101175879979
"[50,55)",0,"Arthritis",57331,3431,0.0598454588268127
"[50,55)",1,"Arthritis",53487,3426,0.0640529474451736
"[55,60)",0,"Arthritis",51875,4414,0.085089156626506
"[55,60)",1,"Arthritis",47915,4537,0.0946885109047271
"[60,65)",0,"Arthritis",46867,5319,0.113491369193676
"[60,65)",1,"Arthritis",44127,5662,0.128311464636164
"[65,70)",0,"Arthritis",43054,5854,0.135968783388303
"[65,70)",1,"Arthritis",41032,6358,0.154952232403977
"[70,75)",0,"Arthritis",36481,5809,0.159233573641073
"[70,75)",1,"Arthritis",37416,6874,0.183718195424417
"[75,80)",0,"Arthritis",29487,5354,0.181571540000678
"[75,80)",1,"Arthritis",31986,6840,0.213843556555993
"[80,120]",0,"Arthritis",43286,8397,0.193988818555653
"[80,120]",1,"Arthritis",64444,13740,0.213208366954255
"[40,45)",0,"Atrial fibrillation",56013,144,0.00257083177119597
"[40,45)",1,"Atrial fibrillation",51133,42,0.000821387362368725
"[45,50)",0,"Atrial fibrillation",55695,247,0.00443486848011491
"[45,50)",1,"Atrial fibrillation",51791,94,0.00181498715993126
"[50,55)",0,"Atrial fibrillation",57331,502,0.00875617030925677
"[50,55)",1,"Atrial fibrillation",53487,202,0.00377661861760802
"[55,60)",0,"Atrial fibrillation",51875,790,0.0152289156626506
"[55,60)",1,"Atrial fibrillation",47915,287,0.00598977355734112
"[60,65)",0,"Atrial fibrillation",46867,1274,0.0271833059508823
"[60,65)",1,"Atrial fibrillation",44127,587,0.0133025132005348
"[65,70)",0,"Atrial fibrillation",43054,2018,0.0468713708366238
"[65,70)",1,"Atrial fibrillation",41032,908,0.0221290699941509
"[70,75)",0,"Atrial fibrillation",36481,2676,0.0733532523779502
"[70,75)",1,"Atrial fibrillation",37416,1561,0.0417201197348728
"[75,80)",0,"Atrial fibrillation",29487,3122,0.105877166208838
"[75,80)",1,"Atrial fibrillation",31986,2304,0.0720315137872819
"[80,120]",0,"Atrial fibrillation",43286,6843,0.158088065425311
"[80,120]",1,"Atrial fibrillation",64444,8293,0.128685370243933
"[40,45)",0,"Cerebrovascular disease",56013,193,0.00344562869333905
"[40,45)",1,"Cerebrovascular disease",51133,196,0.00383314102438738
"[45,50)",0,"Cerebrovascular disease",55695,377,0.00676900978543855
"[45,50)",1,"Cerebrovascular disease",51791,314,0.00606282944913209
"[50,55)",0,"Cerebrovascular disease",57331,674,0.0117562924072491
"[50,55)",1,"Cerebrovascular disease",53487,503,0.00940415428047937
"[55,60)",0,"Cerebrovascular disease",51875,953,0.0183710843373494
"[55,60)",1,"Cerebrovascular disease",47915,653,0.0136283001147866
"[60,65)",0,"Cerebrovascular disease",46867,1336,0.0285061983911921
"[60,65)",1,"Cerebrovascular disease",44127,842,0.0190812881002561
"[65,70)",0,"Cerebrovascular disease",43054,1730,0.0401820969015655
"[65,70)",1,"Cerebrovascular disease",41032,1182,0.028806784948333
"[70,75)",0,"Cerebrovascular disease",36481,2146,0.0588251418546641
"[70,75)",1,"Cerebrovascular disease",37416,1519,0.0405976053025444
"[75,80)",0,"Cerebrovascular disease",29487,2488,0.0843761657679655
"[75,80)",1,"Cerebrovascular disease",31986,2040,0.0637779028324892
"[80,120]",0,"Cerebrovascular disease",43286,5273,0.121817677771104
"[80,120]",1,"Cerebrovascular disease",64444,6825,0.10590590279933
"[40,45)",0,"Chronic kidney disease",56013,2309,0.041222573331191
"[40,45)",1,"Chronic kidney disease",51133,2911,0.0569299669489371
"[45,50)",0,"Chronic kidney disease",55695,2710,0.0486578687494389
"[45,50)",1,"Chronic kidney disease",51791,3237,0.0625012067733776
"[50,55)",0,"Chronic kidney disease",57331,3315,0.0578221206677016
"[50,55)",1,"Chronic kidney disease",53487,3620,0.0676799970086189
"[55,60)",0,"Chronic kidney disease",51875,3792,0.0730987951807229
"[55,60)",1,"Chronic kidney disease",47915,3777,0.0788270896379004
"[60,65)",0,"Chronic kidney disease",46867,4127,0.0880576951799774
"[60,65)",1,"Chronic kidney disease",44127,4282,0.0970380945906135
"[65,70)",0,"Chronic kidney disease",43054,4907,0.113973149997677
"[65,70)",1,"Chronic kidney disease",41032,4794,0.116835640475726
"[70,75)",0,"Chronic kidney disease",36481,5424,0.148680134864724
"[70,75)",1,"Chronic kidney disease",37416,5625,0.150336754329699
"[75,80)",0,"Chronic kidney disease",29487,5697,0.19320378471869
"[75,80)",1,"Chronic kidney disease",31986,6360,0.198836991183643
"[80,120]",0,"Chronic kidney disease",43286,11475,0.265097260084092
"[80,120]",1,"Chronic kidney disease",64444,17603,0.273151883806095
"[40,45)",0,"Diabetes",56013,2333,0.041651045293057
"[40,45)",1,"Diabetes",51133,1681,0.0328750513367101
"[45,50)",0,"Diabetes",55695,3736,0.0670796301283778
"[45,50)",1,"Diabetes",51791,2501,0.0482902434785967
"[50,55)",0,"Diabetes",57331,5340,0.0931433256004605
"[50,55)",1,"Diabetes",53487,3442,0.064352085553499
"[55,60)",0,"Diabetes",51875,6573,0.12670843373494
"[55,60)",1,"Diabetes",47915,4306,0.0898674736512574
"[60,65)",0,"Diabetes",46867,7149,0.152538033157659
"[60,65)",1,"Diabetes",44127,4887,0.110748521313482
"[65,70)",0,"Diabetes",43054,7745,0.179890370232731
"[65,70)",1,"Diabetes",41032,5192,0.126535387015013
"[70,75)",0,"Diabetes",36481,7641,0.209451495298923
"[70,75)",1,"Diabetes",37416,5677,0.151726534103058
"[75,80)",0,"Diabetes",29487,6884,0.233458812357988
"[75,80)",1,"Diabetes",31986,5660,0.176952416682298
"[80,120]",0,"Diabetes",43286,9460,0.218546412234903
"[80,120]",1,"Diabetes",64444,10838,0.168177021910496
"[40,45)",0,"Dizziness",56013,1178,0.0210308321282559
"[40,45)",1,"Dizziness",51133,2595,0.0507500048892105
"[45,50)",0,"Dizziness",55695,1225,0.0219947930693958
"[45,50)",1,"Dizziness",51791,2862,0.0552605665076944
"[50,55)",0,"Dizziness",57331,1533,0.0267394603268738
"[50,55)",1,"Dizziness",53487,3138,0.0586684614953166
"[55,60)",0,"Dizziness",51875,1574,0.0303421686746988
"[55,60)",1,"Dizziness",47915,2987,0.0623395596368569
"[60,65)",0,"Dizziness",46867,1883,0.0401775236306996
"[60,65)",1,"Dizziness",44127,3018,0.0683935005778775
"[65,70)",0,"Dizziness",43054,2025,0.0470339573558787
"[65,70)",1,"Dizziness",41032,3044,0.0741860011698187
"[70,75)",0,"Dizziness",36481,2084,0.0571256270387325
"[70,75)",1,"Dizziness",37416,3248,0.0868077827667308
"[75,80)",0,"Dizziness",29487,2087,0.0707769525553634
"[75,80)",1,"Dizziness",31986,3387,0.105890076908648
"[80,120]",0,"Dizziness",43286,3863,0.0892436353555422
"[80,120]",1,"Dizziness",64444,6946,0.107783501955186
"[40,45)",0,"Dyspnoea",56013,1099,0.0196204452537804
"[40,45)",1,"Dyspnoea",51133,1599,0.031271390295895
"[45,50)",0,"Dyspnoea",55695,1392,0.0249932669000808
"[45,50)",1,"Dyspnoea",51791,1945,0.0375547875113437
"[50,55)",0,"Dyspnoea",57331,1930,0.0336641607507282
"[50,55)",1,"Dyspnoea",53487,2336,0.0436741638155066
"[55,60)",0,"Dyspnoea",51875,2394,0.0461493975903614
"[55,60)",1,"Dyspnoea",47915,2572,0.053678388813524
"[60,65)",0,"Dyspnoea",46867,3051,0.065099110248149
"[60,65)",1,"Dyspnoea",44127,3106,0.0703877444648401
"[65,70)",0,"Dyspnoea",43054,3500,0.0812932596274446
"[65,70)",1,"Dyspnoea",41032,3382,0.082423474361474
"[70,75)",0,"Dyspnoea",36481,3961,0.108577067514597
"[70,75)",1,"Dyspnoea",37416,3933,0.105115458627325
"[75,80)",0,"Dyspnoea",29487,4055,0.137518228371825
"[75,80)",1,"Dyspnoea",31986,4251,0.132901894578878
"[80,120]",0,"Dyspnoea",43286,7392,0.170771150025412
"[80,120]",1,"Dyspnoea",64444,9913,0.153823474644653
"[40,45)",0,"Falls",56013,383,0.00683769839144484
"[40,45)",1,"Falls",51133,605,0.0118318893865019
"[45,50)",0,"Falls",55695,482,0.00865427776281533
"[45,50)",1,"Falls",51791,784,0.0151377652487884
"[50,55)",0,"Falls",57331,616,0.0107446233276936
"[50,55)",1,"Falls",53487,1104,0.0206405294744517
"[55,60)",0,"Falls",51875,682,0.0131469879518072
"[55,60)",1,"Falls",47915,1183,0.0246895544192841
"[60,65)",0,"Falls",46867,906,0.0193312992083982
"[60,65)",1,"Falls",44127,1485,0.0336528655924944
"[65,70)",0,"Falls",43054,1488,0.0345612486644679
"[65,70)",1,"Falls",41032,2021,0.0492542405927081
"[70,75)",0,"Falls",36481,1953,0.0535347167018448
"[70,75)",1,"Falls",37416,2613,0.0698364336112893
"[75,80)",0,"Falls",29487,2530,0.0858005222640486
"[75,80)",1,"Falls",31986,3594,0.112361658225474
"[80,120]",0,"Falls",43286,7760,0.179272744074297
"[80,120]",1,"Falls",64444,14730,0.228570541865806
"[40,45)",0,"Foot problems",56013,56,0.000999767911020656
"[40,45)",1,"Foot problems",51133,48,0.000938728414135685
"[45,50)",0,"Foot problems",55695,61,0.00109525092019032
"[45,50)",1,"Foot problems",51791,78,0.00150605317526211
"[50,55)",0,"Foot problems",57331,67,0.00116865221259005
"[50,55)",1,"Foot problems",53487,96,0.00179482864995232
"[55,60)",0,"Foot problems",51875,68,0.00131084337349398
"[55,60)",1,"Foot problems",47915,91,0.00189919649379109
"[60,65)",0,"Foot problems",46867,82,0.00174963193718395
"[60,65)",1,"Foot problems",44127,84,0.00190359643755524
"[65,70)",0,"Foot problems",43054,106,0.00246202443443118
"[65,70)",1,"Foot problems",41032,105,0.00255897835835445
"[70,75)",0,"Foot problems",36481,108,0.00296044516323566
"[70,75)",1,"Foot problems",37416,114,0.00304682488774856
"[75,80)",0,"Foot problems",29487,124,0.00420524298843558
"[75,80)",1,"Foot problems",31986,153,0.00478334271243669
"[80,120]",0,"Foot problems",43286,339,0.00783163147437971
"[80,120]",1,"Foot problems",64444,581,0.00901557941778909
"[40,45)",0,"Fragility fracture",56013,153,0.00273150875689572
"[40,45)",1,"Fragility fracture",51133,111,0.00217080945768877
"[45,50)",0,"Fragility fracture",55695,163,0.00292665409821348
"[45,50)",1,"Fragility fracture",51791,165,0.00318588171690062
"[50,55)",0,"Fragility fracture",57331,206,0.00359316948945597
"[50,55)",1,"Fragility fracture",53487,328,0.00613233122067044
"[55,60)",0,"Fragility fracture",51875,252,0.00485783132530121
"[55,60)",1,"Fragility fracture",47915,504,0.010518626734843
"[60,65)",0,"Fragility fracture",46867,277,0.00591034203170674
"[60,65)",1,"Fragility fracture",44127,723,0.0163845264803862
"[65,70)",0,"Fragility fracture",43054,342,0.00794351279788173
"[65,70)",1,"Fragility fracture",41032,878,0.0213979333203353
"[70,75)",0,"Fragility fracture",36481,385,0.0105534387763493
"[70,75)",1,"Fragility fracture",37416,1143,0.0305484284797947
"[75,80)",0,"Fragility fracture",29487,473,0.0160409672058873
"[75,80)",1,"Fragility fracture",31986,1467,0.0458638154192459
"[80,120]",0,"Fragility fracture",43286,1498,0.0346070322968165
"[80,120]",1,"Fragility fracture",64444,5707,0.0885575072931537
"[40,45)",0,"Hearing impairment",56013,688,0.0122828629068252
"[40,45)",1,"Hearing impairment",51133,674,0.0131813114818219
"[45,50)",0,"Hearing impairment",55695,818,0.014687135290421
"[45,50)",1,"Hearing impairment",51791,834,0.0161031839508795
"[50,55)",0,"Hearing impairment",57331,1092,0.0190472868081841
"[50,55)",1,"Hearing impairment",53487,1090,0.020378783629667
"[55,60)",0,"Hearing impairment",51875,1303,0.0251180722891566
"[55,60)",1,"Hearing impairment",47915,1152,0.0240425753939267
"[60,65)",0,"Hearing impairment",46867,1682,0.0358887916871146
"[60,65)",1,"Hearing impairment",44127,1357,0.0307521472114578
"[65,70)",0,"Hearing impairment",43054,2429,0.0564175221814466
"[65,70)",1,"Hearing impairment",41032,1784,0.0434782608695652
"[70,75)",0,"Hearing impairment",36481,2674,0.0732984293193717
"[70,75)",1,"Hearing impairment",37416,2088,0.0558050032071841
"[75,80)",0,"Hearing impairment",29487,2952,0.100111913724692
"[75,80)",1,"Hearing impairment",31986,2495,0.078002876258363
"[80,120]",0,"Hearing impairment",43286,6027,0.13923670470822
"[80,120]",1,"Hearing impairment",64444,8297,0.128747439637515
"[40,45)",0,"Heart failure",56013,90,0.00160676985699748
"[40,45)",1,"Heart failure",51133,44,0.000860501046291045
"[45,50)",0,"Heart failure",55695,211,0.00378849088787144
"[45,50)",1,"Heart failure",51791,65,0.00125504431271843
"[50,55)",0,"Heart failure",57331,337,0.00587814620362457
"[50,55)",1,"Heart failure",53487,150,0.00280441976555051
"[55,60)",0,"Heart failure",51875,553,0.0106602409638554
"[55,60)",1,"Heart failure",47915,213,0.00444537201293958
"[60,65)",0,"Heart failure",46867,753,0.0160667420573111
"[60,65)",1,"Heart failure",44127,281,0.00636798332086931
"[65,70)",0,"Heart failure",43054,963,0.0223672597203512
"[65,70)",1,"Heart failure",41032,424,0.0103333983232599
"[70,75)",0,"Heart failure",36481,1276,0.0349771113730435
"[70,75)",1,"Heart failure",37416,661,0.017666239042121
"[75,80)",0,"Heart failure",29487,1517,0.0514464001085224
"[75,80)",1,"Heart failure",31986,881,0.0275433001938348
"[80,120]",0,"Heart failure",43286,3383,0.0781545996396063
"[80,120]",1,"Heart failure",64444,3411,0.0529296753770716
"[40,45)",0,"Heart valve disease",56013,0,0
"[40,45)",1,"Heart valve disease",51133,0,0
"[45,50)",0,"Heart valve disease",55695,0,0
"[45,50)",1,"Heart valve disease",51791,0,0
"[50,55)",0,"Heart valve disease",57331,34,0.000593047391463606
"[50,55)",1,"Heart valve disease",53487,24,0.000448707162488081
"[55,60)",0,"Heart valve disease",51875,62,0.00119518072289157
"[55,60)",1,"Heart valve disease",47915,36,0.000751330481060211
"[60,65)",0,"Heart valve disease",46867,102,0.00217637143405808
"[60,65)",1,"Heart valve disease",44127,48,0.00108776939288871
"[65,70)",0,"Heart valve disease",43054,184,0.0042737027918428
"[65,70)",1,"Heart valve disease",41032,85,0.00207155390914408
"[70,75)",0,"Heart valve disease",36481,239,0.00655135550012335
"[70,75)",1,"Heart valve disease",37416,154,0.00411588625187086
"[75,80)",0,"Heart valve disease",29487,302,0.010241801471835
"[75,80)",1,"Heart valve disease",31986,209,0.00653410867254424
"[80,120]",0,"Heart valve disease",43286,797,0.0184124197200018
"[80,120]",1,"Heart valve disease",64444,934,0.0144932034014028
"[40,45)",0,"Housebound",56013,261,0.0046596325852927
"[40,45)",1,"Housebound",51133,385,0.00752938415504664
"[45,50)",0,"Housebound",55695,404,0.00725379297962115
"[45,50)",1,"Housebound",51791,527,0.0101755131200402
"[50,55)",0,"Housebound",57331,530,0.00924456227869739
"[50,55)",1,"Housebound",53487,649,0.0121337895189485
"[55,60)",0,"Housebound",51875,673,0.0129734939759036
"[55,60)",1,"Housebound",47915,749,0.0156318480642805
"[60,65)",0,"Housebound",46867,952,0.0203128000512087
"[60,65)",1,"Housebound",44127,1124,0.0254719332834772
"[65,70)",0,"Housebound",43054,1391,0.0323082640405073
"[65,70)",1,"Housebound",41032,1617,0.0394082667186586
"[70,75)",0,"Housebound",36481,1923,0.0527123708231682
"[70,75)",1,"Housebound",37416,2274,0.0607761385503528
"[75,80)",0,"Housebound",29487,2667,0.0904466375012717
"[75,80)",1,"Housebound",31986,3490,0.109110235728131
"[80,120]",0,"Housebound",43286,9549,0.220602504273899
"[80,120]",1,"Housebound",64444,20194,0.313357333498852
"[40,45)",0,"Hypertension",56013,2922,0.0521664613571849
"[40,45)",1,"Hypertension",51133,2268,0.0443549175679111
"[45,50)",0,"Hypertension",55695,5038,0.0904569530478499
"[45,50)",1,"Hypertension",51791,3939,0.0760556853507366
"[50,55)",0,"Hypertension",57331,7702,0.134342676736844
"[50,55)",1,"Hypertension",53487,6020,0.112550713257427
"[55,60)",0,"Hypertension",51875,9612,0.18529156626506
"[55,60)",1,"Hypertension",47915,7366,0.153730564541375
"[60,65)",0,"Hypertension",46867,10871,0.231954253525935
"[60,65)",1,"Hypertension",44127,8821,0.199900287805652
"[65,70)",0,"Hypertension",43054,12212,0.283643796162958
"[65,70)",1,"Hypertension",41032,10523,0.256458373952037
"[70,75)",0,"Hypertension",36481,11712,0.321043831035333
"[70,75)",1,"Hypertension",37416,11981,0.320210605088732
"[75,80)",0,"Hypertension",29487,10263,0.348051683792858
"[75,80)",1,"Hypertension",31986,12056,0.376914900268868
"[80,120]",0,"Hypertension",43286,15281,0.353024072448367
"[80,120]",1,"Hypertension",64444,26093,0.404894171683943
"[40,45)",0,"Hypotension / syncope",56013,454,0.00810526127863175
"[40,45)",1,"Hypotension / syncope",51133,756,0.014784972522637
"[45,50)",0,"Hypotension / syncope",55695,486,0.00872609749528683
"[45,50)",1,"Hypotension / syncope",51791,771,0.0148867563862447
"[50,55)",0,"Hypotension / syncope",57331,645,0.0112504578674714
"[50,55)",1,"Hypotension / syncope",53487,775,0.014489502122011
"[55,60)",0,"Hypotension / syncope",51875,704,0.0135710843373494
"[55,60)",1,"Hypotension / syncope",47915,789,0.016466659709903
"[60,65)",0,"Hypotension / syncope",46867,863,0.0184138092901188
"[60,65)",1,"Hypotension / syncope",44127,869,0.019693158383756
"[65,70)",0,"Hypotension / syncope",43054,974,0.0226227528220374
"[65,70)",1,"Hypotension / syncope",41032,884,0.0215441606550985
"[70,75)",0,"Hypotension / syncope",36481,1197,0.0328116005591952
"[70,75)",1,"Hypotension / syncope",37416,1057,0.0282499465469318
"[75,80)",0,"Hypotension / syncope",29487,1454,0.0493098653643979
"[75,80)",1,"Hypotension / syncope",31986,1291,0.0403614081160508
"[80,120]",0,"Hypotension / syncope",43286,3241,0.0748740932403087
"[80,120]",1,"Hypotension / syncope",64444,4330,0.0671901185525417
"[40,45)",0,"Ischaemic heart disease",56013,261,0.0046596325852927
"[40,45)",1,"Ischaemic heart disease",51133,81,0.00158410419885397
"[45,50)",0,"Ischaemic heart disease",55695,689,0.0123709489182153
"[45,50)",1,"Ischaemic heart disease",51791,190,0.00366859106794617
"[50,55)",0,"Ischaemic heart disease",57331,1398,0.0243847133313565
"[50,55)",1,"Ischaemic heart disease",53487,417,0.00779628694823041
"[55,60)",0,"Ischaemic heart disease",51875,2169,0.0418120481927711
"[55,60)",1,"Ischaemic heart disease",47915,700,0.014609203798393
"[60,65)",0,"Ischaemic heart disease",46867,3117,0.0665073505878337
"[60,65)",1,"Ischaemic heart disease",44127,1065,0.0241348834047182
"[65,70)",0,"Ischaemic heart disease",43054,4121,0.0957170065499141
"[65,70)",1,"Ischaemic heart disease",41032,1654,0.0403100019496978
"[70,75)",0,"Ischaemic heart disease",36481,4630,0.126915380609084
"[70,75)",1,"Ischaemic heart disease",37416,2232,0.0596536241180244
"[75,80)",0,"Ischaemic heart disease",29487,4937,0.167429714789568
"[75,80)",1,"Ischaemic heart disease",31986,2695,0.0842556118301757
"[80,120]",0,"Ischaemic heart disease",43286,8860,0.204685117589983
"[80,120]",1,"Ischaemic heart disease",64444,7871,0.122137049221029
"[40,45)",0,"Memory and cognitive problems",56013,91,0.00162462285540857
"[40,45)",1,"Memory and cognitive problems",51133,112,0.00219036629964993
"[45,50)",0,"Memory and cognitive problems",55695,144,0.00258551036897388
"[45,50)",1,"Memory and cognitive problems",51791,139,0.00268386399181325
"[50,55)",0,"Memory and cognitive problems",57331,227,0.00395946346653643
"[50,55)",1,"Memory and cognitive problems",53487,236,0.00441228709779947
"[55,60)",0,"Memory and cognitive problems",51875,313,0.00603373493975904
"[55,60)",1,"Memory and cognitive problems",47915,342,0.007137639570072
"[60,65)",0,"Memory and cognitive problems",46867,519,0.0110738899438838
"[60,65)",1,"Memory and cognitive problems",44127,407,0.00922337797720217
"[65,70)",0,"Memory and cognitive problems",43054,815,0.0189297161703907
"[65,70)",1,"Memory and cognitive problems",41032,659,0.0160606356014818
"[70,75)",0,"Memory and cognitive problems",36481,1244,0.0340999424357885
"[70,75)",1,"Memory and cognitive problems",37416,1186,0.0316976694462262
"[75,80)",0,"Memory and cognitive problems",29487,1948,0.0660630108183267
"[75,80)",1,"Memory and cognitive problems",31986,2203,0.0688738823235165
"[80,120]",0,"Memory and cognitive problems",43286,6063,0.140068382386915
"[80,120]",1,"Memory and cognitive problems",64444,12000,0.186208180746074
"[40,45)",0,"Mobility and transfer problems",56013,86,0.00153535786335315
"[40,45)",1,"Mobility and transfer problems",51133,97,0.00189701367023253
"[45,50)",0,"Mobility and transfer problems",55695,108,0.00193913277673041
"[45,50)",1,"Mobility and transfer problems",51791,140,0.00270317236585507
"[50,55)",0,"Mobility and transfer problems",57331,214,0.00373271005215329
"[50,55)",1,"Mobility and transfer problems",53487,212,0.00396357993531138
"[55,60)",0,"Mobility and transfer problems",51875,304,0.00586024096385542
"[55,60)",1,"Mobility and transfer problems",47915,306,0.00638630908901179
"[60,65)",0,"Mobility and transfer problems",46867,409,0.00872682271107602
"[60,65)",1,"Mobility and transfer problems",44127,392,0.00888345004192445
"[65,70)",0,"Mobility and transfer problems",43054,603,0.0140056673015283
"[65,70)",1,"Mobility and transfer problems",41032,538,0.013111717683759
"[70,75)",0,"Mobility and transfer problems",36481,748,0.0205038239083358
"[70,75)",1,"Mobility and transfer problems",37416,837,0.0223701090442591
"[75,80)",0,"Mobility and transfer problems",29487,997,0.0338115101570183
"[75,80)",1,"Mobility and transfer problems",31986,1152,0.036015756893641
"[80,120]",0,"Mobility and transfer problems",43286,3128,0.0722635494155154
"[80,120]",1,"Mobility and transfer problems",64444,5386,0.0835764384581963
"[40,45)",0,"Osteoporosis",56013,75,0.00133897488083124
"[40,45)",1,"Osteoporosis",51133,180,0.00352023155300882
"[45,50)",0,"Osteoporosis",55695,108,0.00193913277673041
"[45,50)",1,"Osteoporosis",51791,349,0.00673862254059586
"[50,55)",0,"Osteoporosis",57331,200,0.00348851406743298
"[50,55)",1,"Osteoporosis",53487,738,0.0137977452465085
"[55,60)",0,"Osteoporosis",51875,325,0.00626506024096386
"[55,60)",1,"Osteoporosis",47915,1344,0.0280496712929145
"[60,65)",0,"Osteoporosis",46867,356,0.00759596304435957
"[60,65)",1,"Osteoporosis",44127,2038,0.0461848754730664
"[65,70)",0,"Osteoporosis",43054,467,0.0108468434988619
"[65,70)",1,"Osteoporosis",41032,2663,0.0649005654123611
"[70,75)",0,"Osteoporosis",36481,573,0.0157068062827225
"[70,75)",1,"Osteoporosis",37416,3146,0.0840816762882189
"[75,80)",0,"Osteoporosis",29487,641,0.0217383931902194
"[75,80)",1,"Osteoporosis",31986,3261,0.101950853498406
"[80,120]",0,"Osteoporosis",43286,1450,0.0334981287252229
"[80,120]",1,"Osteoporosis",64444,7409,0.114968034262305
"[40,45)",0,"Parkinsonism and tremor",56013,84,0.00149965186653098
"[40,45)",1,"Parkinsonism and tremor",51133,134,0.00262061682279546
"[45,50)",0,"Parkinsonism and tremor",55695,144,0.00258551036897388
"[45,50)",1,"Parkinsonism and tremor",51791,116,0.00223977138885134
"[50,55)",0,"Parkinsonism and tremor",57331,189,0.00329664579372416
"[50,55)",1,"Parkinsonism and tremor",53487,179,0.00334660758689027
"[55,60)",0,"Parkinsonism and tremor",51875,219,0.00422168674698795
"[55,60)",1,"Parkinsonism and tremor",47915,203,0.00423666910153397
"[60,65)",0,"Parkinsonism and tremor",46867,387,0.00825740926451448
"[60,65)",1,"Parkinsonism and tremor",44127,281,0.00636798332086931
"[65,70)",0,"Parkinsonism and tremor",43054,537,0.0124727086914108
"[65,70)",1,"Parkinsonism and tremor",41032,406,0.00989471631897056
"[70,75)",0,"Parkinsonism and tremor",36481,674,0.0184753707409336
"[70,75)",1,"Parkinsonism and tremor",37416,513,0.0137107119948685
"[75,80)",0,"Parkinsonism and tremor",29487,825,0.0279784311730593
"[75,80)",1,"Parkinsonism and tremor",31986,644,0.0201338085412368
"[80,120]",0,"Parkinsonism and tremor",43286,1372,0.0316961604213834
"[80,120]",1,"Parkinsonism and tremor",64444,1389,0.0215535969213581
"[40,45)",0,"Peptic ulcer",56013,87,0.00155321086176423
"[40,45)",1,"Peptic ulcer",51133,61,0.00119296735963077
"[45,50)",0,"Peptic ulcer",55695,108,0.00193913277673041
"[45,50)",1,"Peptic ulcer",51791,74,0.00142881967909482
"[50,55)",0,"Peptic ulcer",57331,154,0.00268615583192339
"[50,55)",1,"Peptic ulcer",53487,105,0.00196309383588536
"[55,60)",0,"Peptic ulcer",51875,163,0.00314216867469879
"[55,60)",1,"Peptic ulcer",47915,118,0.00246269435458625
"[60,65)",0,"Peptic ulcer",46867,209,0.00445942774233469
"[60,65)",1,"Peptic ulcer",44127,144,0.00326330817866612
"[65,70)",0,"Peptic ulcer",43054,276,0.0064105541877642
"[65,70)",1,"Peptic ulcer",41032,158,0.00385065314876194
"[70,75)",0,"Peptic ulcer",36481,273,0.0074833474959568
