"age_group","is_female","category","N","count","percent"
"[65,70)",0,"Dizziness",164314,4016,0.0244410092870967
"[65,70)",1,"Dizziness",167680,6186,0.0368916984732824
"[70,75)",0,"Dizziness",132931,3800,0.0285862590366431
"[70,75)",1,"Dizziness",141998,5712,0.0402259186749109
"[75,80)",0,"Dizziness",105409,3763,0.0356990389814911
"[75,80)",1,"Dizziness",120512,5913,0.049065653212958
"[80,120]",0,"Dizziness",151034,6201,0.0410569805474264
"[80,120]",1,"Dizziness",232841,11063,0.0475131098045447
"[40,45)",0,"Dyspnoea",172517,1623,0.00940776850977005
"[40,45)",1,"Dyspnoea",187351,2377,0.0126874155995965
"[45,50)",0,"Dyspnoea",191647,2378,0.0124082297140054
"[45,50)",1,"Dyspnoea",205987,3122,0.0151562962711239
"[50,55)",0,"Dyspnoea",194280,3146,0.0161931233271567
"[50,55)",1,"Dyspnoea",206261,3795,0.0183990187190017
"[55,60)",0,"Dyspnoea",179016,4078,0.0227800866961612
"[55,60)",1,"Dyspnoea",184086,4225,0.0229512293167324
"[60,65)",0,"Dyspnoea",168743,5855,0.0346977356097734
"[60,65)",1,"Dyspnoea",172071,5458,0.0317194646395964
"[65,70)",0,"Dyspnoea",164314,7274,0.0442688997894276
"[65,70)",1,"Dyspnoea",167680,6762,0.0403268129770992
"[70,75)",0,"Dyspnoea",132931,7891,0.0593616236995133
"[70,75)",1,"Dyspnoea",141998,7611,0.0535993464696686
"[75,80)",0,"Dyspnoea",105409,8357,0.0792816552666281
"[75,80)",1,"Dyspnoea",120512,8675,0.0719845326606479
"[80,120]",0,"Dyspnoea",151034,14936,0.0988916402929142
"[80,120]",1,"Dyspnoea",232841,18470,0.0793245175892562
"[40,45)",0,"Falls",172517,614,0.00355906954097277
"[40,45)",1,"Falls",187351,906,0.00483584288314447
"[45,50)",0,"Falls",191647,712,0.00371516381680903
"[45,50)",1,"Falls",205987,1270,0.00616543762470447
"[50,55)",0,"Falls",194280,903,0.00464793082149475
"[50,55)",1,"Falls",206261,1615,0.00782988543641309
"[55,60)",0,"Falls",179016,978,0.00546319882021719
"[55,60)",1,"Falls",184086,1968,0.0106906554545158
"[60,65)",0,"Falls",168743,1198,0.00709955375926705
"[60,65)",1,"Falls",172071,2189,0.0127214928721284
"[65,70)",0,"Falls",164314,1620,0.00985917207298222
"[65,70)",1,"Falls",167680,2643,0.0157621660305344
"[70,75)",0,"Falls",132931,2006,0.0150905356914489
"[70,75)",1,"Falls",141998,3434,0.0241834392033691
"[75,80)",0,"Falls",105409,2973,0.028204422772249
"[75,80)",1,"Falls",120512,4925,0.0408672995220393
"[80,120]",0,"Falls",151034,10128,0.067057748586411
"[80,120]",1,"Falls",232841,19641,0.0843537005939676
"[40,45)",0,"Foot problems",172517,42,0.000243454268275011
"[40,45)",1,"Foot problems",187351,32,0.000170802397638657
"[45,50)",0,"Foot problems",191647,34,0.000177409508106049
"[45,50)",1,"Foot problems",205987,47,0.000228169738867016
"[50,55)",0,"Foot problems",194280,57,0.000293390982087708
"[50,55)",1,"Foot problems",206261,51,0.000247259540097255
"[55,60)",0,"Foot problems",179016,64,0.000357509943245297
"[55,60)",1,"Foot problems",184086,68,0.000369392566517823
"[60,65)",0,"Foot problems",168743,96,0.000568912488221734
"[60,65)",1,"Foot problems",172071,85,0.000493982135281366
"[65,70)",0,"Foot problems",164314,112,0.000681621772946919
"[65,70)",1,"Foot problems",167680,106,0.000632156488549618
"[70,75)",0,"Foot problems",132931,109,0.000819974272366867
"[70,75)",1,"Foot problems",141998,100,0.000704235270919309
"[75,80)",0,"Foot problems",105409,110,0.00104355415571725
"[75,80)",1,"Foot problems",120512,118,0.000979155602761551
"[80,120]",0,"Foot problems",151034,239,0.00158242514930413
"[80,120]",1,"Foot problems",232841,347,0.0014902873634798
"[40,45)",0,"Fragility fracture",172517,223,0.00129262623393637
"[40,45)",1,"Fragility fracture",187351,177,0.000944750761938821
"[45,50)",0,"Fragility fracture",191647,226,0.00117925143623433
"[45,50)",1,"Fragility fracture",205987,250,0.00121366882376072
"[50,55)",0,"Fragility fracture",194280,322,0.00165740168828495
"[50,55)",1,"Fragility fracture",206261,596,0.0028895428607444
"[55,60)",0,"Fragility fracture",179016,367,0.00205009608079725
"[55,60)",1,"Fragility fracture",184086,932,0.00506285105874428
"[60,65)",0,"Fragility fracture",168743,385,0.00228157612463924
"[60,65)",1,"Fragility fracture",172071,1224,0.00711334274805168
"[65,70)",0,"Fragility fracture",164314,426,0.0025925971006731
"[65,70)",1,"Fragility fracture",167680,1540,0.00918416030534351
"[70,75)",0,"Fragility fracture",132931,536,0.00403216706411597
"[70,75)",1,"Fragility fracture",141998,1677,0.0118100254933168
"[75,80)",0,"Fragility fracture",105409,642,0.00609056152700434
"[75,80)",1,"Fragility fracture",120512,2213,0.0183633165161976
"[80,120]",0,"Fragility fracture",151034,1994,0.0132023253042361
"[80,120]",1,"Fragility fracture",232841,7510,0.0322537697398654
"[40,45)",0,"Hearing impairment",172517,1169,0.00677614380032113
"[40,45)",1,"Hearing impairment",187351,1094,0.00583930696927158
"[45,50)",0,"Hearing impairment",191647,1382,0.00721117471184
"[45,50)",1,"Hearing impairment",205987,1430,0.00694218567191133
"[50,55)",0,"Hearing impairment",194280,1783,0.009177475808112
"[50,55)",1,"Hearing impairment",206261,1666,0.00807714497651034
"[55,60)",0,"Hearing impairment",179016,2069,0.0115576261339769
"[55,60)",1,"Hearing impairment",184086,1942,0.010549417120259
"[60,65)",0,"Hearing impairment",168743,2796,0.016569576219458
"[60,65)",1,"Hearing impairment",172071,2237,0.013000447489699
"[65,70)",0,"Hearing impairment",164314,3700,0.0225178621419964
"[65,70)",1,"Hearing impairment",167680,2814,0.016781965648855
"[70,75)",0,"Hearing impairment",132931,3461,0.0260360638225846
"[70,75)",1,"Hearing impairment",141998,3018,0.0212538204763447
"[75,80)",0,"Hearing impairment",105409,3565,0.0338206415012001
"[75,80)",1,"Hearing impairment",120512,3402,0.0282295539033457
"[80,120]",0,"Hearing impairment",151034,6328,0.0418978508150483
"[80,120]",1,"Hearing impairment",232841,9601,0.0412341469071169
"[40,45)",0,"Heart failure",172517,144,0.000834700348371465
"[40,45)",1,"Heart failure",187351,58,0.000309579345720066
"[45,50)",0,"Heart failure",191647,272,0.00141927606484839
"[45,50)",1,"Heart failure",205987,101,0.000490322204799332
"[50,55)",0,"Heart failure",194280,521,0.0026816965204859
"[50,55)",1,"Heart failure",206261,162,0.000785412656779517
"[55,60)",0,"Heart failure",179016,704,0.00393260937569826
"[55,60)",1,"Heart failure",184086,290,0.00157535065132601
"[60,65)",0,"Heart failure",168743,1044,0.00618692330941135
"[60,65)",1,"Heart failure",172071,373,0.00216770984070529
"[65,70)",0,"Heart failure",164314,1427,0.00868459169638619
"[65,70)",1,"Heart failure",167680,618,0.00368559160305344
"[70,75)",0,"Heart failure",132931,1888,0.0142028571213637
"[70,75)",1,"Heart failure",141998,963,0.00678178565895294
"[75,80)",0,"Heart failure",105409,2146,0.0203587928924475
"[75,80)",1,"Heart failure",120512,1350,0.0112022039298991
"[80,120]",0,"Heart failure",151034,4642,0.0307348014354384
"[80,120]",1,"Heart failure",232841,4387,0.0188411834685472
"[40,45)",0,"Heart valve disease",172517,0,0
"[40,45)",1,"Heart valve disease",187351,0,0
"[45,50)",0,"Heart valve disease",191647,0,0
"[45,50)",1,"Heart valve disease",205987,0,0
"[50,55)",0,"Heart valve disease",194280,43,0.000221330039118798
"[50,55)",1,"Heart valve disease",206261,0,0
"[55,60)",0,"Heart valve disease",179016,83,0.000463645707646244
"[55,60)",1,"Heart valve disease",184086,30,0.000162967308757863
"[60,65)",0,"Heart valve disease",168743,139,0.000823737873571052
"[60,65)",1,"Heart valve disease",172071,73,0.000424243480888703
"[65,70)",0,"Heart valve disease",164314,217,0.00132064218508465
"[65,70)",1,"Heart valve disease",167680,102,0.000608301526717557
"[70,75)",0,"Heart valve disease",132931,291,0.00218910562622714
"[70,75)",1,"Heart valve disease",141998,218,0.00153523289060409
"[75,80)",0,"Heart valve disease",105409,392,0.00371884753673785
"[75,80)",1,"Heart valve disease",120512,301,0.00249767657992565
"[80,120]",0,"Heart valve disease",151034,822,0.00544248314948952
"[80,120]",1,"Heart valve disease",232841,1012,0.00434631357879411
"[40,45)",0,"Housebound",172517,916,0.00530962166047404
"[40,45)",1,"Housebound",187351,1612,0.00860417078104734
"[45,50)",0,"Housebound",191647,1522,0.0079416844511002
"[45,50)",1,"Housebound",205987,2127,0.0103258943525562
"[50,55)",0,"Housebound",194280,2067,0.0106392835083385
"[50,55)",1,"Housebound",206261,2848,0.013807748435235
"[55,60)",0,"Housebound",179016,2742,0.0153170666309157
"[55,60)",1,"Housebound",184086,3537,0.0192138457025521
"[60,65)",0,"Housebound",168743,4124,0.0244395323065253
"[60,65)",1,"Housebound",172071,4949,0.028761383382441
"[65,70)",0,"Housebound",164314,6218,0.037842180215928
"[65,70)",1,"Housebound",167680,7096,0.0423187022900763
"[70,75)",0,"Housebound",132931,8284,0.0623180446998819
"[70,75)",1,"Housebound",141998,10338,0.0728038423076381
"[75,80)",0,"Housebound",105409,11554,0.109611133774156
"[75,80)",1,"Housebound",120512,15579,0.129273433351036
"[80,120]",0,"Housebound",151034,39185,0.259444893202855
"[80,120]",1,"Housebound",232841,81547,0.35022611997028
"[40,45)",0,"Hypertension",172517,3909,0.0226586365401671
"[40,45)",1,"Hypertension",187351,2600,0.0138776948081409
"[45,50)",0,"Hypertension",191647,6583,0.0343496115253565
"[45,50)",1,"Hypertension",205987,4725,0.0229383407690777
"[50,55)",0,"Hypertension",194280,9133,0.0470094708667902
"[50,55)",1,"Hypertension",206261,6760,0.0327740096285774
"[55,60)",0,"Hypertension",179016,9891,0.0552520445099879
"[55,60)",1,"Hypertension",184086,7369,0.0400302032745565
"[60,65)",0,"Hypertension",168743,10420,0.0617507096590673
"[60,65)",1,"Hypertension",172071,8229,0.047823282249769
"[65,70)",0,"Hypertension",164314,10559,0.0642611098263082
"[65,70)",1,"Hypertension",167680,9453,0.0563752385496183
"[70,75)",0,"Hypertension",132931,8164,0.0614153207303037
"[70,75)",1,"Hypertension",141998,9105,0.0641206214172031
"[75,80)",0,"Hypertension",105409,5733,0.0543881452247911
"[75,80)",1,"Hypertension",120512,7701,0.0639023499734466
"[80,120]",0,"Hypertension",151034,6954,0.0460426129215938
"[80,120]",1,"Hypertension",232841,13117,0.0563345802500419
"[40,45)",0,"Hypotension / syncope",172517,704,0.00408075725870494
"[40,45)",1,"Hypotension / syncope",187351,1013,0.00540696340024873
"[45,50)",0,"Hypotension / syncope",191647,884,0.00461264721075728
"[45,50)",1,"Hypotension / syncope",205987,1199,0.00582075567875643
"[50,55)",0,"Hypotension / syncope",194280,1039,0.0053479514103356
"[50,55)",1,"Hypotension / syncope",206261,1260,0.00610876510828513
"[55,60)",0,"Hypotension / syncope",179016,1144,0.00639049023550968
"[55,60)",1,"Hypotension / syncope",184086,1162,0.00631226709255457
"[60,65)",0,"Hypotension / syncope",168743,1383,0.00819589553344435
"[60,65)",1,"Hypotension / syncope",172071,1272,0.00739229736562233
"[65,70)",0,"Hypotension / syncope",164314,1738,0.0105773092980513
"[65,70)",1,"Hypotension / syncope",167680,1517,0.00904699427480916
"[70,75)",0,"Hypotension / syncope",132931,1884,0.0141727663223778
"[70,75)",1,"Hypotension / syncope",141998,1750,0.0123241172410879
"[75,80)",0,"Hypotension / syncope",105409,2114,0.0200552135016934
"[75,80)",1,"Hypotension / syncope",120512,2179,0.0180811869357408
"[80,120]",0,"Hypotension / syncope",151034,4550,0.0301256670683422
"[80,120]",1,"Hypotension / syncope",232841,6091,0.0261594822217737
"[40,45)",0,"Ischaemic heart disease",172517,448,0.00259684552826678
"[40,45)",1,"Ischaemic heart disease",187351,125,0.000667196865776003
"[45,50)",0,"Ischaemic heart disease",191647,1172,0.00611541010294969
"[45,50)",1,"Ischaemic heart disease",205987,339,0.00164573492501954
"[50,55)",0,"Ischaemic heart disease",194280,2287,0.0117716697549928
"[50,55)",1,"Ischaemic heart disease",206261,738,0.00357799099199558
"[55,60)",0,"Ischaemic heart disease",179016,3582,0.0200093846360102
"[55,60)",1,"Ischaemic heart disease",184086,1128,0.00612757080929566
"[60,65)",0,"Ischaemic heart disease",168743,5052,0.0299390196926687
"[60,65)",1,"Ischaemic heart disease",172071,1846,0.0107281296674047
"[65,70)",0,"Ischaemic heart disease",164314,6702,0.0407877600204487
"[65,70)",1,"Ischaemic heart disease",167680,2605,0.0155355438931298
"[70,75)",0,"Ischaemic heart disease",132931,6863,0.0516282883601267
"[70,75)",1,"Ischaemic heart disease",141998,3411,0.0240214650910576
"[75,80)",0,"Ischaemic heart disease",105409,6985,0.0662656888880456
"[75,80)",1,"Ischaemic heart disease",120512,4098,0.0340049123738715
"[80,120]",0,"Ischaemic heart disease",151034,10601,0.0701894937563727
"[80,120]",1,"Ischaemic heart disease",232841,9283,0.0398684080552824
"[40,45)",0,"Memory and cognitive problems",172517,121,0.000701380153839911
"[40,45)",1,"Memory and cognitive problems",187351,118,0.000629833841292547
"[45,50)",0,"Memory and cognitive problems",191647,206,0.0010748929020543
"[45,50)",1,"Memory and cognitive problems",205987,241,0.00116997674610534
"[50,55)",0,"Memory and cognitive problems",194280,348,0.00179122915379864
"[50,55)",1,"Memory and cognitive problems",206261,329,0.00159506644494112
"[55,60)",0,"Memory and cognitive problems",179016,521,0.00291035438173124
"[55,60)",1,"Memory and cognitive problems",184086,530,0.00287908912138892
"[60,65)",0,"Memory and cognitive problems",168743,1064,0.00630544674445755
"[60,65)",1,"Memory and cognitive problems",172071,835,0.00485264803482283
"[65,70)",0,"Memory and cognitive problems",164314,1867,0.0113623915186777
"[65,70)",1,"Memory and cognitive problems",167680,1592,0.00949427480916031
"[70,75)",0,"Memory and cognitive problems",132931,2864,0.0215450120739331
"[70,75)",1,"Memory and cognitive problems",141998,2875,0.0202467640389301
"[75,80)",0,"Memory and cognitive problems",105409,4705,0.0446356572968153
"[75,80)",1,"Memory and cognitive problems",120512,5422,0.0449913701540096
"[80,120]",0,"Memory and cognitive problems",151034,14260,0.0944158268999033
"[80,120]",1,"Memory and cognitive problems",232841,28131,0.120816351072191
"[40,45)",0,"Mobility and transfer problems",172517,109,0.000631821791475623
"[40,45)",1,"Mobility and transfer problems",187351,122,0.000651184140997379
"[45,50)",0,"Mobility and transfer problems",191647,148,0.000772253152932214
"[45,50)",1,"Mobility and transfer problems",205987,186,0.000902969604877978
"[50,55)",0,"Mobility and transfer problems",194280,256,0.00131768581428866
"[50,55)",1,"Mobility and transfer problems",206261,275,0.00133326222601461
"[55,60)",0,"Mobility and transfer problems",179016,323,0.00180430799481611
"[55,60)",1,"Mobility and transfer problems",184086,344,0.00186869180709016
"[60,65)",0,"Mobility and transfer problems",168743,434,0.00257195854050242
"[60,65)",1,"Mobility and transfer problems",172071,464,0.00269656130318299
"[65,70)",0,"Mobility and transfer problems",164314,629,0.00382803656413939
"[65,70)",1,"Mobility and transfer problems",167680,605,0.00360806297709924
"[70,75)",0,"Mobility and transfer problems",132931,751,0.00564954750961025
"[70,75)",1,"Mobility and transfer problems",141998,864,0.00608459274074283
"[75,80)",0,"Mobility and transfer problems",105409,1149,0.0109003974992648
"[75,80)",1,"Mobility and transfer problems",120512,1430,0.0118660382368561
"[80,120]",0,"Mobility and transfer problems",151034,3198,0.0211740402823205
"[80,120]",1,"Mobility and transfer problems",232841,5323,0.0228610940513054
"[40,45)",0,"Osteoporosis",172517,98,0.000568059959308358
"[40,45)",1,"Osteoporosis",187351,295,0.00157458460323137
"[45,50)",0,"Osteoporosis",191647,159,0.00082965034673123
"[45,50)",1,"Osteoporosis",205987,622,0.00301960803351668
"[50,55)",0,"Osteoporosis",194280,241,0.00124047766110768
"[50,55)",1,"Osteoporosis",206261,1314,0.00637056932721164
"[55,60)",0,"Osteoporosis",179016,398,0.00222326495955669
"[55,60)",1,"Osteoporosis",184086,2135,0.0115978401399346
"[60,65)",0,"Osteoporosis",168743,480,0.00284456244110867
"[60,65)",1,"Osteoporosis",172071,3041,0.0176729373340075
"[65,70)",0,"Osteoporosis",164314,592,0.00360285794271943
"[65,70)",1,"Osteoporosis",167680,3636,0.0216841603053435
"[70,75)",0,"Osteoporosis",132931,698,0.00525084442304654
"[70,75)",1,"Osteoporosis",141998,3528,0.0248454203580332
"[75,80)",0,"Osteoporosis",105409,764,0.00724795795425438
"[75,80)",1,"Osteoporosis",120512,3536,0.0293414763674987
"[80,120]",0,"Osteoporosis",151034,1353,0.008958247811751
"[80,120]",1,"Osteoporosis",232841,6282,0.0269797844881271
"[40,45)",0,"Parkinsonism and tremor",172517,166,0.000962224012705994
"[40,45)",1,"Parkinsonism and tremor",187351,229,0.00122230465810164
"[45,50)",0,"Parkinsonism and tremor",191647,223,0.00116359765610732
"[45,50)",1,"Parkinsonism and tremor",205987,252,0.00122337817435081
"[50,55)",0,"Parkinsonism and tremor",194280,306,0.00157504632489191
"[50,55)",1,"Parkinsonism and tremor",206261,344,0.00166778983908737
"[55,60)",0,"Parkinsonism and tremor",179016,415,0.00231822853823122
"[55,60)",1,"Parkinsonism and tremor",184086,362,0.00196647219234488
"[60,65)",0,"Parkinsonism and tremor",168743,579,0.00343125344458733
"[60,65)",1,"Parkinsonism and tremor",172071,480,0.00278954617570654
"[65,70)",0,"Parkinsonism and tremor",164314,864,0.00525822510559052
"[65,70)",1,"Parkinsonism and tremor",167680,692,0.00412690839694656
"[70,75)",0,"Parkinsonism and tremor",132931,1004,0.00755279054547096
"[70,75)",1,"Parkinsonism and tremor",141998,871,0.00613388920970718
"[75,80)",0,"Parkinsonism and tremor",105409,1063,0.0100845278866131
"[75,80)",1,"Parkinsonism and tremor",120512,955,0.00792452203929899
"[80,120]",0,"Parkinsonism and tremor",151034,1685,0.0111564283538806
"[80,120]",1,"Parkinsonism and tremor",232841,1767,0.00758886965783518
"[40,45)",0,"Peptic ulcer",172517,89,0.000515891187535141
"[40,45)",1,"Peptic ulcer",187351,71,0.00037896781976077
"[45,50)",0,"Peptic ulcer",191647,107,0.000558318157863155
"[45,50)",1,"Peptic ulcer",205987,96,0.000466048828324118
"[50,55)",0,"Peptic ulcer",194280,136,0.000700020588840848
"[50,55)",1,"Peptic ulcer",206261,112,0.000543001342958679
"[55,60)",0,"Peptic ulcer",179016,163,0.000910533136702865
"[55,60)",1,"Peptic ulcer",184086,126,0.000684462696783025
"[60,65)",0,"Peptic ulcer",168743,220,0.00130375778550814
"[60,65)",1,"Peptic ulcer",172071,139,0.000807806080048352
"[65,70)",0,"Peptic ulcer",164314,260,0.00158233625862678
